id,brand,model,price,memory,screen,camera,network,color,number_reviews,rating,delivery_time,pickup_time,date,webpage
997912,APPLE,iPhone 12,519.0,128 GB,"6.1""",12 MP,5G,Violett,,4.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-12-5g-128-gb-6-1-12-mp-violett--p0002744772
14082858,XIAOMI,Redmi Note 13,179.95,128 GB,"6.67""",108 MP,,Midnight black,,,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-13-128-gb-midnight-black-6-67-108-mp--p0014082858
14070427,SAMSUNG,Galaxy S24,799.0,256 GB,"6.2""",50 MP,5G,Marble Gray,,5.0,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-256-gb-marble-gray-6-2-50-mp-5g--p0014070427
13899656,APPLE,iPhone 15,849.0,256 GB,"6.1""",48 MP,5G,Grün,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-256-gb-gr%C3%BCn-6-1-48-mp-5g--p0013899656
13899713,APPLE,iPhone 15 Pro,1499.0,1 TB,"6.1""",48 MP,5G,Titan Blau,,4.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-pro-1-tb-titan-blau-6-1-48-mp-5g--p0013899713
14103189,SAMSUNG,Galaxy A35 5G,359.95,128 GB,"6.6""",50 MP,5G,Awesome Lilac,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a35-5g-128-gb-awesome-lilac-6-6-50-mp-5g--p0014103189
6242467,APPLE,iPhone SE 2022,429.0,128 GB,"4.7""",12 MP,5G,(PRODUCT)RED,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-se-2022-5g-128-gb-4-7-12-mp-product-red--p0006242467
6242466,APPLE,iPhone SE 2022,429.0,128 GB,"4.7""",12 MP,5G,Polarstern,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-se-2022-5g-128-gb-4-7-12-mp-polarstern--p0006242466
14103187,SAMSUNG,Galaxy A35 5G,359.95,128 GB,"6.6""",50 MP,5G,Awesome Navy,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a35-5g-128-gb-awesome-navy-6-6-50-mp-5g--p0014103187
14070441,SAMSUNG,Galaxy S24 Ultra,1499.0,1000 GB,"6.8""",200 MP,5G,Titanium Gray,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-ultra-1000-gb-titanium-gray-6-8-200-mp-5g--p0014070441
1000445,NOKIA,225 4G,59.9,64 MB,"2.4""",0.3 MP,,Schwarz,5,4.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/nokia-225-4g-64-mb-2-4-0-3-mp-schwarz--p0002555574
13899711,APPLE,iPhone 15 Pro,1499.0,1 TB,"6.1""",48 MP,5G,Titan Weiss,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-pro-1-tb-titan-weiss-6-1-48-mp-5g--p0013899711
997905,APPLE,iPhone 12,459.0,64 GB,"6.1""",12 MP,5G,Violett,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-12-5g-64-gb-6-1-12-mp-violett--p0002744771
13899672,APPLE,iPhone 15 Plus,849.0,128 GB,"6.7""",48 MP,5G,Grün,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-plus-128-gb-gr%C3%BCn-6-7-48-mp-5g--p0013899672
997921,APPLE,iPhone 12,459.0,64 GB,"6.1""",12 MP,5G,Schwarz,5,4.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-12-5g-6-1-64-gb-12-mp-schwarz--p0002551070
14082867,XIAOMI,Redmi Note 13 Pro,279.95,256 GB,"6.67""",200 MP,,Lavender Purple,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-13-pro-256-gb-lavender-purple-6-67-200-mp--p0014082867
13685804,SAMSUNG,Galaxy A34 5G,319.95,128 GB,"6.6""",48 MP,5G,Awesome Graphite,3,4.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a34-5g-5g-128-gb-6-6-48-mp-awesome-graphite--p0013685804
14082855,XIAOMI,Redmi Note 13 Pro,279.95,256 GB,"6.67""",200 MP,,Midnight black,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-13-pro-256-gb-midnight-black-6-67-200-mp--p0014082855
14070421,SAMSUNG,Galaxy S24,799.0,256 GB,"6.2""",50 MP,5G,Amber Yellow,,3.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-256-gb-amber-yellow-6-2-50-mp-5g--p0014070421
13433125,NOKIA,C21,79.95,32 GB,"6.5""",8 MP,,Dunkelblau,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/nokia-c21-32-gb-6-5-8-mp-dunkelblau--p0013433125
13899648,APPLE,iPhone 15,749.0,128 GB,"6.1""",48 MP,5G,Grün,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-128-gb-gr%C3%BCn-6-1-48-mp-5g--p0013899648
14082854,XIAOMI,Redmi 13C,149.95,256 GB,"6.74""",50 MP,,Grün,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-13c-256-gb-gr%C3%BCn-6-74-50-mp--p0014082854
14070446,SAMSUNG,Galaxy S24 Ultra,1199.0,256 GB,"6.8""",200 MP,5G,Titanium Black,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-ultra-256-gb-titanium-black-6-8-200-mp-5g--p0014070446
14082859,XIAOMI,Redmi Note 13,199.95,256 GB,"6.67""",108 MP,,Midnight black,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-13-256-gb-midnight-black-6-67-108-mp--p0014082859
997929,APPLE,iPhone 12,519.0,128 GB,"6.1""",12 MP,5G,Weiss,7,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-12-5g-128-gb-6-1-12-mp-weiss--p0002551076
14082840,XIAOMI,Redmi Note 13 Pro+,399.95,512 GB,"6.67""",200 MP,5G,Moonlight White,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-13-pro-512-gb-moonlight-white-6-67-200-mp-5g--p0014082840
14070439,SAMSUNG,Galaxy S24 Ultra,1299.0,512 GB,"6.8""",200 MP,5G,Titanium Yellow,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-ultra-512-gb-titanium-yellow-6-8-200-mp-5g--p0014070439
14088779,SAMSUNG,Galaxy XCover 7 Enterprise Edition,329.0,128 GB,"6.6""",50 MP,,Schwarz,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-xcover-7-enterprise-edition-128-gb-schwarz-6-6-50-mp--p0014088779
14040956,SAMSUNG,Galaxy A25 5G,269.95,128 GB,"6.5""",50 MP,5G,Schwarzblau,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a25-5g-128-gb-schwarzblau-6-5-50-mp-5g--p0014040956
13800548,SAMSUNG,Galaxy A54,419.95,256 GB,"6.4""",50 MP,5G,Awesome Graphite,9,4.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a54-256-gb-awesome-graphite-6-4-50-mp-5g--p0013800548
14070434,SAMSUNG,Galaxy S24+,1049.0,512 GB,"6.7""",50 MP,5G,Onyx Black,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-512-gb-onyx-black-6-7-50-mp-5g--p0014070434
13899712,APPLE,iPhone 15 Pro,1499.0,1 TB,"6.1""",48 MP,5G,Titan Natur,,5.0,Liefertermin unbekannt,Liefertermin unbekannt,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-pro-1-tb-titan-natur-6-1-48-mp-5g--p0013899712
979869,APPLE,iPhone 11,449.0,128 GB,"6.1""",12 MP,,Weiss,12,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-11-128-gb-6-1-12-mp-weiss--p0001903287
14040955,SAMSUNG,Galaxy S23 FE,499.0,128 GB,"6.4""",50 MP,5G,Mint,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s23-fe-128-gb-mint-6-4-50-mp-5g--p0014040955
14103196,SAMSUNG,Galaxy A55 5G,479.95,256 GB,"6.6""",50 MP,5G,Awesome Lemon,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a55-5g-256-gb-awesome-lemon-6-6-50-mp-5g--p0014103196
14110925,NOTHING,Phone2a,379.95,256 GB,"6.7""",50 MP,5G,Schwarz,,,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/nothing-phone-2a-256-gb-schwarz-6-7-50-mp-5g--p0014110925
9071644,APPLE,iPhone 14 Plus,729.0,128 GB,"6.7""",12 MP,5G,Polarstern,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-128-gb-6-7-12-mp-polarstern--p0009071644
997922,APPLE,iPhone 12,459.0,64 GB,"6.1""",12 MP,5G,Weiss,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-12-5g-64-gb-6-1-12-mp-weiss--p0002551071
14070440,SAMSUNG,Galaxy S24 Ultra,1299.0,512 GB,"6.8""",200 MP,5G,Titanium Violet,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-ultra-512-gb-titanium-violet-6-8-200-mp-5g--p0014070440
13899669,APPLE,iPhone 15 Plus,849.0,128 GB,"6.7""",48 MP,5G,Pink,,5.0,Liefertermin unbekannt,Liefertermin unbekannt,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-plus-128-gb-pink-6-7-48-mp-5g--p0013899669
1018404,APPLE,iPhone 13,649.0,256 GB,"6.1""",12 MP,5G,(PRODUCT)RED,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-13-5g-256-gb-6-1-12-mp-product-red--p0002866483
14040954,SAMSUNG,Galaxy S23 FE,629.0,256 GB,"6.4""",50 MP,5G,Mint,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s23-fe-256-gb-mint-6-4-50-mp-5g--p0014040954
13899710,APPLE,iPhone 15 Pro,1499.0,1 TB,"6.1""",48 MP,5G,Titan Schwarz,,,,,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-pro-1-tb-titan-schwarz-6-1-48-mp-5g--p0013899710
14040950,SAMSUNG,Galaxy S23 FE,629.0,256 GB,"6.4""",50 MP,5G,Violett,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s23-fe-256-gb-violett-6-4-50-mp-5g--p0014040950
13685805,SAMSUNG,Galaxy A34 5G,319.95,128 GB,"6.6""",48 MP,5G,Awesome Violet,5,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a34-5g-5g-128-gb-6-6-48-mp-awesome-violet--p0013685805
9071653,APPLE,iPhone 14 Plus,829.0,256 GB,"6.7""",12 MP,5G,Violett,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-256-gb-6-7-12-mp-violett--p0009071653
14103183,SAMSUNG,Galaxy A35 5G,359.95,128 GB,"6.6""",50 MP,5G,Awesome Iceblue,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a35-5g-128-gb-awesome-iceblue-6-6-50-mp-5g--p0014103183
13956869,FAIRPHONE,Fairphone 5,629.95,256 GB,"6.46""",50 MP,5G,Sky Blue,,,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/fairphone-fairphone-5-256-gb-sky-blue-6-46-50-mp-5g--p0013956869
13922049,OPPO,A78,179.95,128 GB,"6.43""",50 MP,,Schwarz,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/oppo-a78-128-gb-6-43-50-mp-schwarz--p0013922049
9071646,APPLE,iPhone 14 Plus,729.0,128 GB,"6.7""",12 MP,5G,(PRODUCT)RED,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-128-gb-6-7-12-mp-product-red--p0009071646
997932,APPLE,iPhone 12,519.0,128 GB,"6.1""",12 MP,5G,Grün,4,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-12-5g-128-gb-6-1-12-mp-gr%C3%BCn--p0002551079
9071622,APPLE,iPhone 14,629.0,128 GB,"6.1""",12 MP,5G,(PRODUCT)RED,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-5g-128-gb-6-1-12-mp-product-red--p0009071622
13899654,APPLE,iPhone 15,849.0,256 GB,"6.1""",48 MP,5G,Gelb,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-256-gb-gelb-6-1-48-mp-5g--p0013899654
14082864,XIAOMI,Redmi Note 13,199.95,256 GB,"6.67""",108 MP,,Mintgrün,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-13-256-gb-mintgr%C3%BCn-6-67-108-mp--p0014082864
9071645,APPLE,iPhone 14 Plus,729.0,128 GB,"6.7""",12 MP,5G,Violett,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-128-gb-6-7-12-mp-violett--p0009071645
979880,APPLE,iPhone 11,449.0,128 GB,"6.1""",12 MP,,Schwarz,25,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-11-128-gb-6-1-12-mp-schwarz--p0001903288
14070429,SAMSUNG,Galaxy S24+,949.0,256 GB,"6.7""",50 MP,5G,Marble Gray,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-256-gb-marble-gray-6-7-50-mp-5g--p0014070429
,XIAOMI,Redmi A2,80.45,32 GB,"6.52""",8 MP,,Hellblau,,,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-a2-32-gb-hellblau-6-52-8-mp--p0013925197
13944411,NOKIA,2660 Flip,69.95,128 MB,"2.8""",0.3 MP,,Rot,,2.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/nokia-2660-flip-128-mb-rot-2-8-0-3-mp--p0013944411
14025009,GOOGLE,Pixel 8 Pro,779.0,128 GB,"6.7""",50 MP,5G,Obsidian,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/google-pixel-8-pro-128-gb-obsidian-6-7-50-mp-5g--p0014025009
13959590,FAIRPHONE,Fairphone 5,629.95,256 GB,"6.46""",50 MP,5G,Mattschwarz,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/fairphone-fairphone-5-256-gb-mattschwarz-6-46-50-mp-5g--p0013959590
13900931,SONY,Xperia 10 V,419.95,128 GB,"6.1""",48 MP,5G,Schwarz,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/sony-xperia-10-v-128-gb-schwarz-6-1-48-mp-5g--p0013900931
5068650,EMPORIA,emporiaSIMPLICITYglam,74.95,0.06 GB,"2.8""",0 MP,,"Schwarz, Weiss",,3.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/emporia-emporiasimplicityglam-0-06-gb-schwarz-weiss-2-8-0-mp--p9005068650
9071651,APPLE,iPhone 14 Plus,829.0,256 GB,"6.7""",12 MP,5G,Mitternacht,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-256-gb-6-7-12-mp-mitternacht--p0009071651
14110924,NOTHING,Phone2a,329.95,128 GB,"6.7""",50 MP,5G,Schwarz,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/nothing-phone-2a-128-gb-schwarz-6-7-50-mp-5g--p0014110924
13685787,SAMSUNG,Galaxy S23,699.0,256 GB,"6.1""",50 MP,5G,Phantom Black,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s23-5g-256-gb-6-1-50-mp-phantom-black--p0013685787
5025169,EMPORIA,Touch smart.2,149.0,8 GB,"3.25""",8 MP,,"Schwarz, Metallic",,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/emporia-touch-smart-2-8-gb-3-25-8-mp-schwarz-metallic--p0005025169
13899680,APPLE,iPhone 15 Plus,949.0,256 GB,"6.7""",48 MP,5G,Grün,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-15-plus-256-gb-gr%C3%BCn-6-7-48-mp-5g--p0013899680
9071639,APPLE,iPhone 14,899.0,512 GB,"6.1""",12 MP,5G,Blau,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-5g-512-gb-6-1-12-mp-blau--p0009071639
14032942,XIAOMI,Redmi Note 12,199.95,256 GB,"6.67""",50 MP,,Grau,,,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-12-256-gb-grau-6-67-50-mp--p0014032942
1023782,SAMSUNG,Galaxy S22,519.0,128 GB,"6.1""",50 MP,5G,Phantom Black,6,4.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s22-5g-128-gb-6-1-50-mp-phantom-black--p0002986161
9071643,APPLE,iPhone 14 Plus,729.0,128 GB,"6.7""",12 MP,5G,Mitternacht,3,4.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-128-gb-6-7-12-mp-mitternacht--p0009071643
14070444,SAMSUNG,Galaxy S24 Ultra,1199.0,256 GB,"6.8""",200 MP,5G,Titanium Violet,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-ultra-256-gb-titanium-violet-6-8-200-mp-5g--p0014070444
13919219,SAMSUNG,Galaxy Z Flip 5,799.0,256 GB,"6.7""",12 MP,5G,Graphite,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-z-flip-5-5g-256-gb-6-7-12-mp-graphite--p0013919219
14082866,XIAOMI,Redmi Note 13 Pro,279.95,256 GB,"6.67""",200 MP,,Waldgrün,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-13-pro-256-gb-waldgr%C3%BCn-6-67-200-mp--p0014082866
14070425,SAMSUNG,Galaxy S24,749.0,128 GB,"6.2""",50 MP,5G,Onyx Black,,,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-128-gb-onyx-black-6-2-50-mp-5g--p0014070425
1018407,APPLE,iPhone 13,749.0,512 GB,"6.1""",12 MP,5G,Mitternacht,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-13-5g-512-gb-6-1-12-mp-mitternacht--p0002866486
14040951,SAMSUNG,Galaxy S23 FE,499.0,128 GB,"6.4""",50 MP,5G,Violett,,,in 3 - 4 Wochen geliefert,in 3 - 4 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s23-fe-128-gb-violett-6-4-50-mp-5g--p0014040951
14085217,ASUS,ROG Phone 8 Pro,1099.95,512 GB,"6.78""",50 MP,5G,Phantom Black,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/asus-rog-phone-8-pro-512-gb-phantom-black-6-78-50-mp-5g--p0014085217
,XIAOMI,Redmi A2,80.45,32 GB,"6.52""",8 MP,,Hellgrün,,,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-a2-32-gb-6-52-8-mp-hellgr%C3%BCn--p0013925198
14070445,SAMSUNG,Galaxy S24 Ultra,1199.0,256 GB,"6.8""",200 MP,5G,Titanium Gray,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-ultra-256-gb-titanium-gray-6-8-200-mp-5g--p0014070445
13959591,FAIRPHONE,Fairphone 5,629.95,256 GB,"6.46""",50 MP,5G,Transparent,,4.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/fairphone-fairphone-5-256-gb-transparent-6-46-50-mp-5g--p0013959591
14040957,SAMSUNG,Galaxy A25 5G,269.95,128 GB,"6.5""",50 MP,5G,Blau,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a25-5g-128-gb-blau-6-5-50-mp-5g--p0014040957
9071652,APPLE,iPhone 14 Plus,829.0,256 GB,"6.7""",12 MP,5G,Polarstern,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-256-gb-6-7-12-mp-polarstern--p0009071652
979863,APPLE,iPhone 11,399.0,64 GB,"6.1""",12 MP,,Schwarz,19,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-11-64-gb-6-1-12-mp-schwarz--p0001903282
979862,APPLE,iPhone 11,399.0,64 GB,"6.1""",12 MP,,Weiss,9,4.5,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-11-6-1-64-gb-12-mp-weiss--p0001903281
14070423,SAMSUNG,Galaxy S24,749.0,128 GB,"6.2""",50 MP,5G,Cobalt Violet,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-128-gb-cobalt-violet-6-2-50-mp-5g--p0014070423
14040948,SAMSUNG,Galaxy S23 FE,499.0,128 GB,"6.4""",50 MP,5G,Cream,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s23-fe-128-gb-cream-6-4-50-mp-5g--p0014040948
14007672,XIAOMI,Redmi Note 12 Pro 5G,279.95,256 GB,"6.67""",50 MP,5G,Midnight black,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/xiaomi-redmi-note-12-pro-5g-256-gb-midnight-black-6-67-50-mp-5g--p0014007672
12938699,GOOGLE,Pixel 7,419.0,128 GB,"6.3""",50 MP,5G,Obsidian,,5.0,innerhalb 1 - 2 Wochen geliefert,innerhalb 1 - 2 Wochen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/google-pixel-7-128-gb-obsidian-6-3-50-mp-5g--p0012938699
14025123,GOOGLE,Pixel 8 Pro,779.0,128 GB,"6.7""",50 MP,5G,Blau,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/google-pixel-8-pro-128-gb-blau-6-7-50-mp-5g--p0014025123
9071647,APPLE,iPhone 14 Plus,729.0,128 GB,"6.7""",12 MP,5G,Blau,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/apple-iphone-14-plus-5g-128-gb-6-7-12-mp-blau--p0009071647
14103185,SAMSUNG,Galaxy A35 5G,359.95,128 GB,"6.6""",50 MP,5G,Awesome Lemon,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-a35-5g-128-gb-awesome-lemon-6-6-50-mp-5g--p0014103185
12938573,GOOGLE,Pixel 7 Pro,599.0,128 GB,"6.7""",50 MP,5G,Obsidian,,5.0,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/google-pixel-7-pro-128-gb-obsidian-6-7-50-mp-5g--p0012938573
13897326,GOOGLE,Pixel 7a,369.0,128 GB,"6.1""",64 MP,5G,Weiss,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/google-pixel-7a-128-gb-weiss-6-1-64-mp-5g--p0013897326
14070430,SAMSUNG,Galaxy S24+,1049.0,512 GB,"6.7""",50 MP,5G,Amber Yellow,,,morgen geliefert,morgen abholbereit,2024-04-11,https://www.interdiscount.ch/de/smartphone--c411000/samsung-galaxy-s24-512-gb-amber-yellow-6-7-50-mp-5g--p0014070430
